"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"1","salmon","central glial substance_localMarker(FC>2)_IN_Myelencephalon__HBA","HumanBrainRegions",4.80965458045465e-132
"2","salmon","Epithalamus_globalMarker(top200)__HBA","HumanBrainRegions",1.07000630219754e-121
"3","thistle1","central glial substance_localMarker(FC>2)_IN_Myelencephalon__HBA","HumanBrainRegions",4.44984900109863e-121
"4","cyan","413404_KEGG_Ribosome,_eukaryotes__Kegg_NCBI_Biosystems","PW_Lists",1.29332041836771e-117
"5","cyan","441_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.35014646568636e-116
"6","cyan","83036_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.35014646568636e-116
"7","magenta","blue_M2_Oligodendrocytes__HumanMeta","Brain",1.19692008059002e-113
"8","cyan","105976_REACTOME_Eukaryotic_Translation_Elongation__Reactome_NCBI_Biosystems","PW_Lists",4.1986393249568e-112
"9","cyan","198853_WikiPathways_Cytoplasmic_Ribosomal_Proteins__Wiki_Pathways_NCBI_Biosystems","PW_Lists",1.46779296366396e-109
"10","cyan","105977_REACTOME_Peptide_chain_elongation__Reactome_NCBI_Biosystems","PW_Lists",1.00695275476015e-108
"11","cyan","105978_REACTOME_Eukaryotic_Translation_Termination__Reactome_NCBI_Biosystems","PW_Lists",1.00695275476015e-108
"12","cyan","106077_REACTOME_Viral_mRNA_Translation__Reactome_NCBI_Biosystems","PW_Lists",1.00695275476015e-108
"13","cyan","366242_REACTOME_Nonsense_Mediated_Decay_Independent_of_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",9.27033252272047e-105
"14","cyan","106074_REACTOME_Influenza_Viral_RNA_Transcription_and_Replication__Reactome_NCBI_Biosystems","PW_Lists",2.21412474451712e-104
"15","cyan","105968_REACTOME_Formation_of_a_pool_of_free_40S_subunits__Reactome_NCBI_Biosystems","PW_Lists",1.03531371049906e-100
"16","salmon","central glial substance_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",2.94640997274432e-98
"17","cyan","160955_REACTOME_L13a-mediated_translational_silencing_of_Ceruloplasmin_expression__Reactome_NCBI_Biosystems","PW_Lists",4.27930264631274e-95
"18","cyan","105973_REACTOME_GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit__Reactome_NCBI_Biosystems","PW_Lists",1.36307406618624e-94
"19","cyan","366240_REACTOME_Nonsense-Mediated_Decay__Reactome_NCBI_Biosystems","PW_Lists",4.25344233079867e-94
"20","cyan","366241_REACTOME_Nonsense_Mediated_Decay_Enhanced_by_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",4.25344233079867e-94
"21","cyan","530746_REACTOME_SRP-dependent_cotranslational_protein_targeting_to_membrane__Reactome_NCBI_Biosystems","PW_Lists",4.25344233079867e-94
"22","cyan","105966_REACTOME_Eukaryotic_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",2.65615581473165e-91
"23","cyan","105967_REACTOME_Cap-dependent_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",2.65615581473165e-91
"24","cyan","106068_REACTOME_Influenza_Life_Cycle__Reactome_NCBI_Biosystems","PW_Lists",2.07301784824061e-88
"25","cyan","106067_REACTOME_Influenza_Infection__Reactome_NCBI_Biosystems","PW_Lists",4.97094124611371e-87
"26","cyan","salmon_M12_Ribosome__HumanMeta","Brain",2.70833000146015e-85
"27","magenta","Red Nucleus_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",1.29797817025798e-84
"28","cyan","105965_REACTOME_Translation__Reactome_NCBI_Biosystems","PW_Lists",1.3397821572156e-83
"29","magenta","Red Nucleus_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",2.2439578328575e-73
"30","purple","brown_M3_Astrocytes__HumanMeta","Brain",1.80673894474804e-72
"31","darkred","pink_M10_Microglia(Type1)__HumanMeta","Brain",4.58430973879659e-72
"32","purple","Astrocyte_probable__Cahoy","Brain",1.10232234296805e-68
"33","antiquewhite4","Striatum_globalMarker(top200)__HBA","HumanBrainRegions",2.71329473175551e-67
"34","lightgreen","brown_downAD_mitochondrion__Blalock_AD","Brain",1.75937623497614e-63
"35","lightgreen","red_M11_Neuron__HumanMeta","Brain",8.84591608717196e-63
"36","magenta","White Matter_globalMarker(top200)__HBA","HumanBrainRegions",8.46516367283376e-61
"37","magenta","Ventral Thalamus_globalMarker(top200)__HBA","HumanBrainRegions",4.79347058741232e-59
"38","magenta","turquoise_M9_Oligodendrocyte__CTX","Brain",3.52007498022413e-56
"39","lightcyan1","magenta_M8_Microglia(Type2)__HumanMeta","Brain",1.74688264705925e-53
"40","white","Neuron_probable__Cahoy","Brain",3.21041737246243e-53
"41","cyan","106230_REACTOME_Metabolism_of_proteins__Reactome_NCBI_Biosystems","PW_Lists",7.50323769194688e-53
"42","lightgreen","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",1.64990485642199e-50
"43","darkmagenta","Substantia Nigra, pars reticulata_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",1.88044848593612e-50
"44","magenta","nucleus subceruleus_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",8.16623802694343e-50
"45","purple","brown_M15_Astrocyte__CTX","Brain",7.56037559590224e-49
"46","salmon","Head of Caudate Nucleus_localMarker(top200)_IN_Striatum__HBA","HumanBrainRegions",7.77850964898033e-47
"47","magenta","gigantocellular group_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",1.06224326076005e-45
"48","midnightblue","cyan_M4_Mitochondria__MouseMeta","Brain",1.39239306583453e-45
"49","magenta","Globus Pallidus_globalMarker(top200)__HBA","HumanBrainRegions",3.95354603479979e-45
"50","thistle2","Neuron_probable__Cahoy","Brain",4.06750797596071e-45
"51","magenta","Putamen_localMarker(top200)_IN_Striatum__HBA","HumanBrainRegions",3.72430265388943e-44
"52","paleturquoise","green_M5_Mitochondria__HumanMeta","Brain",5.11716043609854e-43
"53","maroon","black_noChangeAD_heatShockProteinActivity__Blalock_AD","Brain",7.87049869850803e-43
"54","midnightblue","cyan_M4_Mitochondria__HumanMeta","Brain",2.69253676335072e-42
"55","darkturquoise","Annotated_genes_bound_by_RNA_polymerase_II_(Table_S2)__Lee","StemCells",1.52337667360147e-41
"56","cyan","530764_REACTOME_Disease__Reactome_NCBI_Biosystems","PW_Lists",8.5131373715833e-41
"57","lightgreen","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",1.17814949352979e-40
"58","darkslateblue","Red Nucleus_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",2.40996490655463e-40
"59","darkslateblue","blue_M2_Oligodendrocytes__HumanMeta","Brain",1.04421937271908e-39
"60","darkmagenta","Substantia Nigra, pars reticulata_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",7.13510999557581e-39
"61","magenta","Oligodendrocyte_probable__Cahoy","Brain",8.84301922254194e-39
"62","midnightblue","198860_WikiPathways_Electron_Transport_Chain__Wiki_Pathways_NCBI_Biosystems","PW_Lists",1.37620575394436e-38
