"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"1","magenta","blue_M2_Oligodendrocytes__HumanMeta","Brain",1.71106168117639e-145
"2","steelblue","105976_REACTOME_Eukaryotic_Translation_Elongation__Reactome_NCBI_Biosystems","PW_Lists",9.24630560407997e-138
"3","darkorange2","Substantia Nigra, pars compacta_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",2.21756589706248e-137
"4","steelblue","413404_KEGG_Ribosome,_eukaryotes__Kegg_NCBI_Biosystems","PW_Lists",1.66374387218165e-136
"5","steelblue","441_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.55848717961856e-135
"6","steelblue","83036_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.55848717961856e-135
"7","steelblue","105977_REACTOME_Peptide_chain_elongation__Reactome_NCBI_Biosystems","PW_Lists",1.04281775836979e-133
"8","cyan","Neuron_probable__Cahoy","Brain",3.27579617721815e-133
"9","steelblue","105978_REACTOME_Eukaryotic_Translation_Termination__Reactome_NCBI_Biosystems","PW_Lists",7.87026853603951e-131
"10","steelblue","106077_REACTOME_Viral_mRNA_Translation__Reactome_NCBI_Biosystems","PW_Lists",7.87026853603951e-131
"11","steelblue","198853_WikiPathways_Cytoplasmic_Ribosomal_Proteins__Wiki_Pathways_NCBI_Biosystems","PW_Lists",7.87026853603951e-131
"12","darkorange2","Substantia Nigra, pars compacta_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",2.15358406756575e-128
"13","steelblue","366242_REACTOME_Nonsense_Mediated_Decay_Independent_of_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",6.0019331541858e-127
"14","steelblue","105968_REACTOME_Formation_of_a_pool_of_free_40S_subunits__Reactome_NCBI_Biosystems","PW_Lists",1.51346932347494e-125
"15","steelblue","106074_REACTOME_Influenza_Viral_RNA_Transcription_and_Replication__Reactome_NCBI_Biosystems","PW_Lists",5.09091449166622e-120
"16","steelblue","160955_REACTOME_L13a-mediated_translational_silencing_of_Ceruloplasmin_expression__Reactome_NCBI_Biosystems","PW_Lists",8.368914146439e-120
"17","steelblue","105973_REACTOME_GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit__Reactome_NCBI_Biosystems","PW_Lists",2.74168627213963e-119
"18","steelblue","366240_REACTOME_Nonsense-Mediated_Decay__Reactome_NCBI_Biosystems","PW_Lists",2.27385203257848e-116
"19","steelblue","366241_REACTOME_Nonsense_Mediated_Decay_Enhanced_by_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",2.27385203257848e-116
"20","steelblue","530746_REACTOME_SRP-dependent_cotranslational_protein_targeting_to_membrane__Reactome_NCBI_Biosystems","PW_Lists",2.27385203257848e-116
"21","steelblue","105966_REACTOME_Eukaryotic_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",6.47409124699626e-116
"22","steelblue","105967_REACTOME_Cap-dependent_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",6.47409124699626e-116
"23","magenta","Red Nucleus_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",6.1369553685689e-115
"24","steelblue","105965_REACTOME_Translation__Reactome_NCBI_Biosystems","PW_Lists",1.01706592891106e-110
"25","steelblue","106068_REACTOME_Influenza_Life_Cycle__Reactome_NCBI_Biosystems","PW_Lists",4.0957348541046e-105
"26","steelblue","106067_REACTOME_Influenza_Infection__Reactome_NCBI_Biosystems","PW_Lists",8.39276270251131e-104
"27","steelblue","salmon_M12_Ribosome__HumanMeta","Brain",1.35169626477374e-97
"28","blue","brown_M3_Astrocytes__HumanMeta","Brain",2.07881238802084e-97
"29","magenta","Red Nucleus_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",2.73474146576643e-84
"30","steelblue","106230_REACTOME_Metabolism_of_proteins__Reactome_NCBI_Biosystems","PW_Lists",2.50022609261703e-77
"31","tan","pink_M10_Microglia(Type1)__HumanMeta","Brain",1.61381427621345e-76
"32","magenta","turquoise_M9_Oligodendrocyte__CTX","Brain",2.13474382136511e-72
"33","blue","Astrocyte_probable__Cahoy","Brain",1.27241509756316e-70
"34","darkorange2","Mesencephalon_globalMarker(top200)__HBA","HumanBrainRegions",2.09728764357888e-68
"35","steelblue","530764_REACTOME_Disease__Reactome_NCBI_Biosystems","PW_Lists",4.83469344347143e-53
"36","blue","brown_M15_Astrocyte__CTX","Brain",1.18112227355039e-51
"37","lightgreen","magenta_M8_Microglia(Type2)__HumanMeta","Brain",4.15484535357828e-51
"38","lavenderblush3","Basal Pons_globalMarker(top200)__HBA","HumanBrainRegions",2.55498502111911e-50
"39","magenta","nucleus subceruleus_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",4.08059150105817e-50
"40","magenta","Oligodendrocyte_probable__Cahoy","Brain",5.10644180594693e-50
"41","magenta","Globus Pallidus_globalMarker(top200)__HBA","HumanBrainRegions",1.74264222023014e-48
"42","royalblue","cyan_M4_Mitochondria__MouseMeta","Brain",5.33906515825057e-48
"43","cyan","green_M5_Mitochondria__HumanMeta","Brain",6.45916072423767e-48
"44","cyan","Neuron_definite__Cahoy","Brain",3.82030848486675e-47
"45","cyan","22578497_synaptic_transcriptome_2338__PMID_22578497_Cajigas_2012","PW_Lists",5.98053660349154e-47
"46","magenta","Ventral Thalamus_globalMarker(top200)__HBA","HumanBrainRegions",7.89638749163304e-47
"47","magenta","tan_noChangeAD_oligo_plasmaMembrane__Blalock_AD","Brain",1.66278371216125e-46
"48","cyan","Autism_associated_module_M12__Voineagu","Brain",5.02215641157335e-45
"49","magenta","gigantocellular group_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",1.05405091634689e-44
"50","steelblue","105937_REACTOME_Gene_Expression__Reactome_NCBI_Biosystems","PW_Lists",1.0628380719369e-44
"51","steelblue","105969_REACTOME_Formation_of_the_ternary_complex,_and_subsequently,_the_43S_complex__Reactome_NCBI_Biosystems","PW_Lists",2.52284558660944e-44
"52","lavenderblush3","arcuate nucleus of medulla_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",7.90638282767206e-44
"53","royalblue","198860_WikiPathways_Electron_Transport_Chain__Wiki_Pathways_NCBI_Biosystems","PW_Lists",8.65398495845828e-44
"54","royalblue","105921_REACTOME_Respiratory_electron_transport,_ATP_synthesis_by_chemiosmotic_coupling,_and_heat_production_by_uncoupling_proteins.__Reactome_NCBI_Biosystems","PW_Lists",1.03195896445838e-43
"55","royalblue","cyan_M4_Mitochondria__HumanMeta","Brain",1.09878142268212e-43
"56","darkolivegreen","black_noChangeAD_heatShockProteinActivity__Blalock_AD","Brain",4.29037470805862e-43
"57","lavenderblush3","arcuate nucleus of medulla_localMarker(FC>2)_IN_Myelencephalon__HBA","HumanBrainRegions",1.87630035020898e-42
"58","blue","Astrocyte_definite__Cahoy","Brain",7.1334398622609e-42
"59","magenta","White Matter_globalMarker(top200)__HBA","HumanBrainRegions",8.43026044141549e-42
"60","steelblue","105971_REACTOME_Translation_initiation_complex_formation__Reactome_NCBI_Biosystems","PW_Lists",1.07325664779553e-41
"61","steelblue","105972_REACTOME_Ribosomal_scanning_and_start_codon_recognition__Reactome_NCBI_Biosystems","PW_Lists",1.07325664779553e-41
"62","steelblue","105970_REACTOME_Activation_of_the_mRNA_upon_binding_of_the_cap-binding_complex_and_eIFs,_and_subsequent_binding_to_43S__Reactome_NCBI_Biosystems","PW_Lists",2.32132264435255e-41
"63","tan","Substantia Nigra, pars reticulata_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",4.25396176150873e-40
"64","royalblue","303_KEGG_Oxidative_phosphorylation__Kegg_NCBI_Biosystems","PW_Lists",1.94142242436331e-39
"65","royalblue","82942_KEGG_Oxidative_phosphorylation__Kegg_NCBI_Biosystems","PW_Lists",1.94142242436331e-39
"66","magenta","Putamen_localMarker(top200)_IN_Striatum__HBA","HumanBrainRegions",9.44660715954133e-39
"67","royalblue","6209_mito_oxidative_phosph_pad_196__Palazzolo_and_Wang","PW_Lists",1.02729475639361e-38
"68","lavenderblush3","lateral medullary reticular group_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",1.30386433802757e-36
"69","royalblue","477137_REACTOME_The_citric_acid_(TCA)_cycle_and_respiratory_electron_transport__Reactome_NCBI_Biosystems","PW_Lists",9.34045416973692e-36
"70","steelblue","upWithABeta_MGactivation_GSE772__MicrogialMarkers","Brain",1.28958128220338e-35
"71","royalblue","83098_KEGG_Parkinson's_disease__Kegg_NCBI_Biosystems","PW_Lists",2.20008489664779e-35
"72","royalblue","160962_REACTOME_Respiratory_electron_transport__Reactome_NCBI_Biosystems","PW_Lists",2.71565866616226e-35
"73","darkgrey","Striatum_globalMarker(top200)__HBA","HumanBrainRegions",9.14223417917781e-35
"74","tan","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",2.21339230619072e-34
"75","magenta","Paravermis_localMarker(top200)_IN_Cerebellar Cortex__HBA","HumanBrainRegions",5.60102509238122e-33
"76","royalblue","512_KEGG_Huntington's_disease__Kegg_NCBI_Biosystems","PW_Lists",8.66497017053552e-33
"77","royalblue","83100_KEGG_Huntington's_disease__Kegg_NCBI_Biosystems","PW_Lists",8.66497017053552e-33
"78","ivory","red_M11_Neuron__HumanMeta","Brain",1.29458125005687e-32
"79","lightcyan","Substantia Nigra, pars reticulata_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",1.38264048683678e-32
"80","cyan","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",3.48889227767431e-32
"81","darkred","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",8.48160008335154e-32
"82","lightcyan1","brown_M3_Astrocytes__HumanMeta","Brain",9.47793845724058e-32
"83","darkslateblue","tan_M12_Hypoxia__CTX","Brain",4.87669944557097e-31
"84","blue","red_ACCandCaudate__HumanChimp","Brain",1.07686457514681e-30
"85","cyan","6001_synapsedb_pad_3552__Palazzolo_and_Wang","PW_Lists",4.7588490536937e-30
"86","magenta","Oligodendrocyte_definite__Cahoy","Brain",5.53196228374171e-30
"87","darkgrey","Amygdala_globalMarker(top200)__HBA","HumanBrainRegions",1.2250421482584e-29
"88","blue","central glial substance_localMarker(FC>2)_IN_Myelencephalon__HBA","HumanBrainRegions",3.54413968203614e-29
"89","darkgrey","spinal trigeminal nucleus_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",9.71748399893454e-29
"90","royalblue","509_KEGG_Alzheimer's_disease__Kegg_NCBI_Biosystems","PW_Lists",7.48394562379319e-28
"91","royalblue","83097_KEGG_Alzheimer's_disease__Kegg_NCBI_Biosystems","PW_Lists",7.48394562379319e-28
"92","royalblue","6201_mito_db_pad_2664__Palazzolo_and_Wang","PW_Lists",2.44193875566417e-27
"93","cyan","Dentate Nucleus_localMarker(top200)_IN_Cerebellar Nucleus__HBA","HumanBrainRegions",3.27838262673269e-27
"94","tan","Substantia Nigra, pars reticulata_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",1.56143520644849e-26
"95","cyan","Autism_differential_expression_across_at_least_one_comparison__Voineagu","Brain",1.98659322658809e-26
"96","cyan","pink_downAD_synapticTransmission__Blalock_AD","Brain",2.92752430736441e-26
"97","ivory","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",1.3452565968786e-25
"98","magenta","turquoise_upAging_oligo__Lu_Aging","Brain",1.44597848317338e-25
"99","cyan","6011_postsynaptic_density_pad_1054__Palazzolo_and_Wang","PW_Lists",5.91030290776663e-25
"100","cyan","6012_postsynaptic_proteomics_pad_1097__Palazzolo_and_Wang","PW_Lists",6.84265405738342e-25
"101","cyan","106513_REACTOME_Neuronal_System__Reactome_NCBI_Biosystems","PW_Lists",1.57813545816671e-24
"102","lightcyan1","Astrocyte_probable__Cahoy","Brain",2.16794398763978e-24
"103","lightcyan","Substantia Nigra, pars reticulata_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",6.1702819761658e-24
"104","magenta","Emboliform Nucleus_localMarker(top200)_IN_Cerebellar Nucleus__HBA","HumanBrainRegions",4.02327731640424e-23
"105","darkslateblue","magenta_M8_Microglia(Type2)__HumanMeta","Brain",4.82284448816968e-23
"106","cyan","106516_REACTOME_Transmission_across_Chemical_Synapses__Reactome_NCBI_Biosystems","PW_Lists",8.17180024756629e-23
"107","steelblue","midnightblue_M2_Ribosome__CTX","Brain",1.73834786998178e-22
"108","blue","brown_upAging_copperHomeostatisMT1__Lu_Aging","Brain",2.09040945243964e-22
"109","lightcyan","overexpressed_in_multipotent_primary_hematopoietic_SCs_(CD133+)__Cui","StemCells",1.72003559184544e-21
"110","royalblue","6205_mito_inner_membrane_pad_299__Palazzolo_and_Wang","PW_Lists",2.38190371724796e-21
"111","magenta","Lateral hypothalamic area_localMarker(top200)_IN_Hypothalamus__HBA","HumanBrainRegions",6.40580723303438e-21
"112","tan","Lateral group of Nuclei, Dorsal Division_localMarker(top200)_IN_Dorthal Thalamus__HBA","HumanBrainRegions",1.08778956666029e-20
"113","ivory","brown_downAD_mitochondrion__Blalock_AD","Brain",1.27860925990763e-20
"114","darkred","Annotated_genes_bound_by_RNA_polymerase_II_(Table_S2)__Lee","StemCells",1.67153842169392e-20
"115","royalblue","198870_WikiPathways_Oxidative_phosphorylation__Wiki_Pathways_NCBI_Biosystems","PW_Lists",9.13543001048554e-20
"116","darkorange2","Neuron_probable__Cahoy","Brain",9.32964580115039e-20
"117","cyan","6002_synapsedb_internet_2488__Palazzolo_and_Wang","PW_Lists",4.5479110163791e-19
"118","darkgrey","Neuron_probable__Cahoy","Brain",5.23634640030295e-19
"119","tan","overexpressed_in_multipotent_primary_hematopoietic_SCs_(CD133+)__Cui","StemCells",5.56712937374476e-19
"120","tan","RedBloodCell__Kabanova","Blood",5.99947458886469e-19
"121","cyan","PostSynapticDensity_proteins__Bayes","Brain",7.52500654485704e-19
"122","magenta","lateral bank of gyrus_localMarker(top200)_IN_Parahippocampal Gyrus__HBA","HumanBrainRegions",1.12768770120292e-18
"123","tan","Supraoptic Nucleus_localMarker(top200)_IN_Hypothalamus__HBA","HumanBrainRegions",1.16813855849111e-18
"124","cyan","blue_downAD_metalIonTransport_glycoprotein__Blalock_AD","Brain",1.17962996501333e-18
"125","steelblue","22556411_tanese_interactome_cytoplasm_329__PMID_22556411_Culver_2012","PW_Lists",2.16455046792639e-18
"126","royalblue","honeydew_M7_Mitochondria__CTX","Brain",3.06739483336771e-18
"127","lightgreen","orange_M5_Microglia(Type2)__CTX","Brain",3.85230325809875e-18
"128","cyan","Neuron__ABA","Brain",5.06735446620745e-18
"129","darkgrey","Substantia Innominata_localMarker(top200)_IN_Basal Forebrain__HBA","HumanBrainRegions",1.06953024457572e-17
"130","tan","upInFrontalCortex__EarlyAD","Brain",1.748202311351e-17
"131","ivory","blue_M16_Neuron__CTX","Brain",1.82013933279846e-17
"132","steelblue","RedBloodCell__Kabanova","Blood",2.20076598180816e-17
"133","lightcyan","frontal part, inferior bank of gyrus_localMarker(top200)_IN_Cingulate Gyrus__HBA","HumanBrainRegions",2.51335943106532e-17
"134","tan","106386_REACTOME_Immune_System__Reactome_NCBI_Biosystems","PW_Lists",3.38049415779518e-17
"135","darkorange2","ventral tegmental area_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",5.67872524214536e-17
"136","ivory","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",7.3088923205329e-17
"137","darkturquoise","Astrocyte_probable__Cahoy","Brain",1.05084950017378e-16
"138","lavenderblush3","Subthalamus_globalMarker(top200)__HBA","HumanBrainRegions",1.15145643015403e-16
"139","steelblue","6011_postsynaptic_density_pad_1054__Palazzolo_and_Wang","PW_Lists",1.19806173776163e-16
"140","steelblue","6012_postsynaptic_proteomics_pad_1097__Palazzolo_and_Wang","PW_Lists",1.24406330602645e-16
"141","maroon","central glial substance_localMarker(FC>2)_IN_Myelencephalon__HBA","HumanBrainRegions",2.06410490106734e-16
"142","darkorange","Annotated_genes_bound_by_RNA_polymerase_II_(Table_S2)__Lee","StemCells",3.98902655920073e-16
"143","darkgrey","yellow_Caudate__HumanChimp","Brain",4.24626740970888e-16
"144","darkslateblue","6317_pad_bdnf_db_1127__Palazzolo_and_Wang","PW_Lists",5.35600973265339e-16
"145","cyan","purple_downAD_synapticTransmission__Blalock_AD","Brain",5.8175869632594e-16
"146","midnightblue","turquoise_M14_Nucleus__HumanMeta","Brain",6.96396790826638e-16
"147","cyan","green_M10_GlutamatergicSynapticFunction__CTX","Brain",8.53669569154699e-16
"148","darkgrey","central gray substance of midbrain_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",1.21494602833442e-15
"149","lightcyan","Lateral group of Nuclei, Dorsal Division_localMarker(top200)_IN_Dorthal Thalamus__HBA","HumanBrainRegions",1.37021989604829e-15
"150","darkslateblue","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",2.89807806475985e-15
"151","magenta","Oligodendrocyte__ABA","Brain",3.01636196973939e-15
"152","red","blue_M2_Oligodendrocytes__HumanMeta","Brain",4.96945313849632e-15
"153","tan","213743_KEGG_Tuberculosis__Kegg_NCBI_Biosystems","PW_Lists",5.39900479189798e-15
"154","tan","213780_KEGG_Tuberculosis__Kegg_NCBI_Biosystems","PW_Lists",5.39900479189798e-15
"155","magenta","central medullary reticular group_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",5.75936202602287e-15
"156","tan","144028_KEGG_Leishmaniasis__Kegg_NCBI_Biosystems","PW_Lists",1.10712401122734e-14
"157","tan","144181_KEGG_Leishmaniasis__Kegg_NCBI_Biosystems","PW_Lists",1.10712401122734e-14
"158","royalblue","6207_mito_housekeeping_pad_173__Palazzolo_and_Wang","PW_Lists",2.26697198659602e-14
"159","cyan","brown_Cortex__HumanChimp","Brain",3.03026863987024e-14
"160","lightcyan","pink_M10_Microglia(Type1)__HumanMeta","Brain",3.9761327546694e-14
"161","cyan","greenyellow_M6_GlutatmatergicSynapse__MouseMeta","Brain",4.49964609979359e-14
"162","cyan","Polycomb_genes_(PGSTs)_repressed_by_SCs_(Table_S9)__Lee","StemCells",5.34019139734165e-14
"163","royalblue","6213_mito_disease_pad_171__Palazzolo_and_Wang","PW_Lists",5.42981403824969e-14
"164","darkgrey","Hippocampal Formation_globalMarker(top200)__HBA","HumanBrainRegions",6.2609659581037e-14
"165","steelblue","Recycling_endosome_TGN_Foster__MO","Brain",9.81727434281469e-14
"166","cyan","blue_downAging_mitochondria_synapse__Lu_Aging","Brain",1.16054008271635e-13
"167","cyan","Annotated_genes_bound_by_Suz12_(Table_S8)__Lee","StemCells",1.41432726348511e-13
"168","tan","purple_M4_Microglia(Type1)__CTX","Brain",1.4886507740436e-13
"169","lightgreen","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",2.55331016970417e-13
"170","darkorange2","Hypothalamus_globalMarker(top200)__HBA","HumanBrainRegions",3.5356890268796e-13
"171","tan","193096_KEGG_Osteoclast_differentiation__Kegg_NCBI_Biosystems","PW_Lists",3.60328298480521e-13
"172","tan","193147_KEGG_Osteoclast_differentiation__Kegg_NCBI_Biosystems","PW_Lists",3.60328298480521e-13
"173","darkred","105937_REACTOME_Gene_Expression__Reactome_NCBI_Biosystems","PW_Lists",5.06653785327004e-13
