"","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"1","turquoise",TRUE,0.000888,226,882,30,0.034,0.133,"GO:0098742","BP",4,"cell-cell adhesion via plasma-membrane adhesion molecules",1,"PKD1,CLDN18,SDK2,KIFAP3,IGSF9B,PCDHGA2,PCDHB2,PCDHB5,PCDHB6,PCDHB7,PCDHB14,CDH26,CDHR3,TENM4,PCDHB9,CDHR4,PLXNB2,PLXNB3,PCDHGA1,PCDHGC4,PCDHGB6,PCDHGA5,PCDHGA7,PCDHGA6,PCDHGB2,PCDHGB4,PCDHGA3,PCDHA3,PCDHGB3,PCDHGA4",6.23509091575897
"2","turquoise",TRUE,1.44e-05,157,882,27,0.031,0.172,"GO:0007156","BP",4,"homophilic cell adhesion via plasma membrane adhesion molecules",2,"PKD1,SDK2,IGSF9B,PCDHGA2,PCDHB2,PCDHB5,PCDHB6,PCDHB7,PCDHB14,CDH26,CDHR3,PCDHB9,CDHR4,PLXNB2,PLXNB3,PCDHGA1,PCDHGC4,PCDHGB6,PCDHGA5,PCDHGA7,PCDHGA6,PCDHGB2,PCDHGB4,PCDHGA3,PCDHA3,PCDHGB3,PCDHGA4",6.77622188902029
"3","turquoise",TRUE,0.0424,706,882,59,0.067,0.084,"GO:0005509","MF",1,"calcium ion binding",1,"RASGRP2,TPD52,FKBP7,PCDHGA2,CAPN3,ARSA,JAG1,EEF2K,SYT17,CAPS,CUBN,SGCA,CAMKK2,PCDHB2,PCDHB5,PCDHB6,PCDHB7,PLCD4,PCDHB14,LRP1,CDH26,NECAB3,F10,CDHR3,DUOX1,NKD1,NOL3,ANXA9,SYT2,FBLN7,SCUBE3,ASTN2,SCUBE1,PPP2R3B,THBS3,CALML6,EFEMP2,MAN1B1,PCDHB9,CALML3,MEX3B,PLCD1,CDHR4,AGRN,SPTAN1,PCDHGA1,CPNE1,BGLAP,PCDHGC4,PCDHGB6,PCDHGA5,PCDHGA7,PCDHGA6,PCDHGB2,PCDHGB4,PCDHGA3,PCDHA3,PCDHGB3,PCDHGA4",4.41479324998692
"4","turquoise",TRUE,0.044,6150,882,348,0.395,0.057,"GO:0043167","MF",2,"ion binding",1,"CYP26B1,CAMKK1,ARHGAP33,ZMYND10,ITGA2B,ARHGAP44,MARK4,CACNA2D2,NISCH,KAL1,DAPK2,CYP46A1,PHLPP2,CTPS2,ARHGEF5,TRAF1,ATP2B4,FLYWCH1,ZNF76,RASGRP2,PRKACA,SPEG,RHOBTB1,MOV10L1,NUAK1,TPD52,CBFA2T2,MYH7B,TP73,FKBP7,RAPGEF3,KIF22,DDX43,PCDHGA2,ZNF586,MAST2,ACOX3,TRIP6,GNAO1,DNMT3B,ZBTB25,DTX2,ABCC6,MYO15A,NLRP1,ZFHX4,ESR1,CAPN3,PICK1,CYP2D6,TTLL1,CHKB,ARSA,IFT27,GALNT16,PAPLN,JAG1,DHX35,MAP1LC3A,ZDHHC15,MAPK3,ZNF500,EEF2K,SYT17,PLA2G4C,CAPS,CHN2,GCK,NMRK1,AK1,CUBN,SEPT4,ENO3,SGCA,ALOX12,PHF12,AADAT,NRXN2,TRIM3,ACCS,CAMKK2,GLI1,GMDS,PCDHB2,PCDHB5,PCDHB6,PCDHB7,PDGFRB,NEK11,PLCD4,CHD5,CRYZ,MARC2,STK11,SGIP1,GALNT12,DNMT3A,PCDHB14,PDLIM2,TRIM6,ZSCAN18,ATP7B,LRP1,NRK,PTGIS,CDH26,ATP8A1,WRNIP1,SLC2A4RG,MCM8,NECAB3,F10,CHTF18,RASL11B,BAIAP2L2,CDHR3,GAD1,IVD,PLD2,PXDN,TRPM4,PNCK,IQCA1,POPDC3,MTSS1L,IGHMBP2,BHMT2,PIK3C2B,MORC2,GSTM1,TRIM45,DZIP1,RNFT2,HTR1B,USP20,FOXP4,ITGA11,SMAD6,DUOX1,ZNF280D,DTNB,TET1,RNF185,MAP3K12,CSAD,NEIL1,ADAMTS17,NKD1,NOL3,ARSG,SLMO1,ASXL3,GATA6,SIRT3,LMTK3,PRDM16,ANXA9,POGZ,MLK4,SYT2,OSR1,ZNF514,RABL2A,FBLN7,ZNF385B,PHOSPHO2,CPO,CTDSPL,LIMD1,SCD5,CYP4V2,SRD5A1,PSD2,TRIM7,SCUBE3,RAB41,ASTN2,GBGT1,CAMK2G,APIP,ADAM33,DAK,ABCB9,CACNA1C,ME3,ZNF837,ZNF599,SORBS2,SLFN13,RAB6B,ACSS1,TRIM74,RAB39B,KIF5A,SH3RF2,CACNA2D3,ZNF618,LDLRAP1,ESYT3,ZFAND2B,SCUBE1,ZBTB8A,ZNF362,FTCD,ZNF208,BRSK1,ZSWIM5,FBLIM1,OXER1,HAAO,TRIM17,ZNF589,MST1R,KLKB1,SEPT8,TXLNB,PHKG1,HSPA12A,CKB,PLEKHF1,NUDT13,TUB,ZCCHC18,ZNF592,YPEL4,PIP5KL1,KATNAL2,IRGQ,PPP2R3B,ZNF610,NDUFV1,IRF2BP2,PPIP5K1,THBS3,ZRSR2,APLF,CALML6,ATF7,RASA4B,ZNF415,CCBL1,INSR,SLFNL1,CARNS1,EFEMP2,HPSE2,EVC2,NDNF,SNX33,ADCY6,ZDHHC14,YPEL2,GAL3ST3,ARL10,ZNF169,ZSCAN2,ZNF843,MAN1B1,PCDHB9,GALNT11,CALML3,PLEKHM3,ZNF852,PSTK,ZNF443,D2HGDH,AATK,UBA7,RAD51B,TTC3,COL18A1,MEX3B,ZNF438,TRAIP,ZNF703,ZDHHC23,DRD1,CLCNKB,LCN12,NRBP2,RAB11B,C19ORF68,L3MBTL1,ANKFY1,TMLHE,NUDT17,PLCD1,CDHR4,EXD3,ZSCAN23,AGRN,ZNF793,ENO4,ZDHHC11,ZNF573,ZNF250,ZNF471,ZNF836,ZNF493,ZNF512B,ZNF517,SLC22A5,BCO2,SPTAN1,PHF2,DNM3,ZNF273,ZNF544,ZNF607,ZNF587,RBM20,INPP5B,DDR1,ZBTB48,PCDHGA1,DPF3,ZDHHC11B,RNF208,GSTM2,DDAH2,ZNF90,TTLL3,CPNE1,ARHGEF28,ERCC6,ARL17B,DHFR,GATSL3,BGLAP,PCDHGC4,KCTD7,ZNF345,PCDHGB6,PCDHGA5,PCDHGA7,PCDHGA6,PCDHGB2,PCDHGB4,PCDHGA3,PCDHA3,RP5-1021I20.4,PCDHGB3,PCDHGA4,MYO15B,GATSL2,TYW1B,PCGF2,NR2E3",2.03965329162142
"5","turquoise",TRUE,0.00693,201,271,20,0.074,0.1,"KEGG:04024","keg",3,"cAMP signaling pathway",1,"PTGER3,ATP2B4,PRKACA,RAPGEF3,ACOX3,MAPK3,AMH,VIPR2,GLI1,PLD2,ATP1B2,HTR1B,CAMK2G,CACNA1C,SSTR5,CALML6,ADCY6,CALML3,DRD1,GABBR1",NA
"6","blue",TRUE,0.00444,654,1295,78,0.06,0.119,"GO:0098771","BP",16,"inorganic ion homeostasis",1,"CCDC109B,CD4,SLC11A1,ABCC2,HEXB,CYBA,TBXAS1,GNA15,ATP6AP1,TFRC,EDN1,P2RX5,FTL,MCOLN1,HMOX1,CORO1A,PIK3CG,CXCL12,CCL8,FAM20A,TRPV4,SCNN1A,PTPN6,STC2,ATP6V1A,SGK1,PTK2B,ITPR2,KCNJ2,PTGER2,S1PR4,ATP6V1F,CLN6,APOE,SCO2,PPT1,PDE6B,C5AR2,P2RX4,AGT,HTR2B,SLC31A2,TMBIM6,GPR65,TRPM2,S100A8,SNCA,ATP6V1B2,SFXN2,GHRL,ATP6V0D1,CCR5,DISC1,S100A9,CCR1,F2RL1,PRKCB,MIR4687,P2RY1,SLC30A1,FPR1,PRKCE,CHD7,C3AR1,GRINA,TMTC2,F2R,CCL13,SLC9A9,P2RY8,FPR3,S100A14,RYR1,C5AR1,MYO5A,ELANE,LYN,CCL23",5.01703859022685
"7","blue",TRUE,0.00671,639,1295,76,0.059,0.119,"GO:0055080","BP",16,"cation homeostasis",1,"CCDC109B,CD4,SLC11A1,HEXB,CYBA,GNA15,ATP6AP1,TFRC,EDN1,P2RX5,FTL,MCOLN1,HMOX1,CORO1A,PIK3CG,CXCL12,CCL8,FAM20A,TRPV4,SCNN1A,PTPN6,STC2,ATP6V1A,SGK1,PTK2B,ITPR2,KCNJ2,PTGER2,S1PR4,ATP6V1F,CLN6,APOE,SCO2,PPT1,PDE6B,C5AR2,P2RX4,AGT,HTR2B,SLC31A2,TMBIM6,GPR65,TRPM2,S100A8,SNCA,ATP6V1B2,SFXN2,GHRL,ATP6V0D1,CCR5,DISC1,S100A9,CCR1,F2RL1,PRKCB,MIR4687,P2RY1,SLC30A1,FPR1,PRKCE,CHD7,C3AR1,GRINA,TMTC2,F2R,CCL13,SLC9A9,P2RY8,FPR3,S100A14,RYR1,C5AR1,MYO5A,ELANE,LYN,CCL23",5.04843130263471
"8","blue",TRUE,0.00104,431,1295,59,0.046,0.137,"GO:0072507","BP",16,"divalent inorganic cation homeostasis",2,"CCDC109B,CD4,SLC11A1,HEXB,CYBA,GNA15,EDN1,P2RX5,MCOLN1,CORO1A,PIK3CG,CXCL12,CCL8,FAM20A,TRPV4,PTPN6,STC2,PTK2B,ITPR2,PTGER2,S1PR4,APOE,PDE6B,C5AR2,P2RX4,AGT,HTR2B,TMBIM6,GPR65,TRPM2,S100A8,SNCA,GHRL,CCR5,DISC1,S100A9,CCR1,F2RL1,PRKCB,MIR4687,P2RY1,SLC30A1,FPR1,PRKCE,CHD7,C3AR1,GRINA,TMTC2,F2R,CCL13,P2RY8,FPR3,S100A14,RYR1,C5AR1,MYO5A,ELANE,LYN,CCL23",5.50351265634254
"9","blue",TRUE,0.00932,557,1295,68,0.053,0.122,"GO:0055065","BP",16,"metal ion homeostasis",2,"CCDC109B,CD4,SLC11A1,HEXB,CYBA,GNA15,TFRC,EDN1,P2RX5,FTL,MCOLN1,HMOX1,CORO1A,PIK3CG,CXCL12,CCL8,FAM20A,TRPV4,SCNN1A,PTPN6,STC2,SGK1,PTK2B,ITPR2,KCNJ2,PTGER2,S1PR4,APOE,SCO2,PDE6B,C5AR2,P2RX4,AGT,HTR2B,SLC31A2,TMBIM6,GPR65,TRPM2,S100A8,SNCA,SFXN2,GHRL,CCR5,DISC1,S100A9,CCR1,F2RL1,PRKCB,MIR4687,P2RY1,SLC30A1,FPR1,PRKCE,CHD7,C3AR1,GRINA,TMTC2,F2R,CCL13,P2RY8,FPR3,S100A14,RYR1,C5AR1,MYO5A,ELANE,LYN,CCL23",5.15912110384062
"10","blue",TRUE,0.000904,399,1295,56,0.043,0.14,"GO:0055074","BP",16,"calcium ion homeostasis",3,"CCDC109B,CD4,HEXB,CYBA,GNA15,EDN1,P2RX5,MCOLN1,CORO1A,PIK3CG,CXCL12,CCL8,FAM20A,TRPV4,PTPN6,STC2,PTK2B,ITPR2,PTGER2,S1PR4,APOE,PDE6B,C5AR2,P2RX4,AGT,HTR2B,TMBIM6,GPR65,TRPM2,SNCA,GHRL,CCR5,DISC1,CCR1,F2RL1,PRKCB,MIR4687,P2RY1,SLC30A1,FPR1,PRKCE,CHD7,C3AR1,GRINA,TMTC2,F2R,CCL13,P2RY8,FPR3,S100A14,RYR1,C5AR1,MYO5A,ELANE,LYN,CCL23",5.58775327123032
