"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"1","green","central glial substance_localMarker(FC>2)_IN_Myelencephalon__HBA","HumanBrainRegions",0
"2","yellow","blue_M2_Oligodendrocytes__HumanMeta","Brain",9.25182126314389e-197
"3","yellow","Red Nucleus_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",1.46055869543195e-167
"4","green","Epithalamus_globalMarker(top200)__HBA","HumanBrainRegions",2.09156342123744e-146
"5","green","central glial substance_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",1.22347308927617e-143
"6","tan","brown_M3_Astrocytes__HumanMeta","Brain",5.02117300155169e-134
"7","yellow","Red Nucleus_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",4.39046032959081e-133
"8","blue","Neuron_probable__Cahoy","Brain",7.6702641545954e-125
"9","lightyellow","413404_KEGG_Ribosome,_eukaryotes__Kegg_NCBI_Biosystems","PW_Lists",1.38227861975122e-114
"10","lightyellow","441_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.28215931344879e-113
"11","lightyellow","83036_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.28215931344879e-113
"12","lightyellow","105976_REACTOME_Eukaryotic_Translation_Elongation__Reactome_NCBI_Biosystems","PW_Lists",1.74061980756064e-113
"13","lightyellow","105977_REACTOME_Peptide_chain_elongation__Reactome_NCBI_Biosystems","PW_Lists",4.04788289189182e-110
"14","lightyellow","105978_REACTOME_Eukaryotic_Translation_Termination__Reactome_NCBI_Biosystems","PW_Lists",1.36490336688814e-107
"15","lightyellow","106077_REACTOME_Viral_mRNA_Translation__Reactome_NCBI_Biosystems","PW_Lists",1.36490336688814e-107
"16","lightyellow","198853_WikiPathways_Cytoplasmic_Ribosomal_Proteins__Wiki_Pathways_NCBI_Biosystems","PW_Lists",8.97029306473018e-107
"17","lightyellow","105968_REACTOME_Formation_of_a_pool_of_free_40S_subunits__Reactome_NCBI_Biosystems","PW_Lists",1.25968062142011e-106
"18","lightyellow","366242_REACTOME_Nonsense_Mediated_Decay_Independent_of_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",9.36885877869517e-104
"19","magenta","pink_M10_Microglia(Type1)__HumanMeta","Brain",2.70250987248647e-101
"20","lightyellow","106074_REACTOME_Influenza_Viral_RNA_Transcription_and_Replication__Reactome_NCBI_Biosystems","PW_Lists",2.89762760093441e-101
"21","lightyellow","160955_REACTOME_L13a-mediated_translational_silencing_of_Ceruloplasmin_expression__Reactome_NCBI_Biosystems","PW_Lists",1.23054233726146e-100
"22","lightyellow","105973_REACTOME_GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit__Reactome_NCBI_Biosystems","PW_Lists",4.21056670967947e-100
"23","yellow","turquoise_M9_Oligodendrocyte__CTX","Brain",1.88509493373372e-99
"24","lightyellow","105966_REACTOME_Eukaryotic_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",1.28868427021334e-96
"25","lightyellow","105967_REACTOME_Cap-dependent_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",1.28868427021334e-96
"26","lightyellow","530746_REACTOME_SRP-dependent_cotranslational_protein_targeting_to_membrane__Reactome_NCBI_Biosystems","PW_Lists",2.15168335980204e-95
"27","lightyellow","salmon_M12_Ribosome__HumanMeta","Brain",2.19861741038102e-94
"28","lightyellow","366240_REACTOME_Nonsense-Mediated_Decay__Reactome_NCBI_Biosystems","PW_Lists",2.48485496148696e-93
"29","lightyellow","366241_REACTOME_Nonsense_Mediated_Decay_Enhanced_by_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",2.48485496148696e-93
