"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"1","lightyellow","105976_REACTOME_Eukaryotic_Translation_Elongation__Reactome_NCBI_Biosystems","PW_Lists",1.69755680306483e-134
"2","lightyellow","105977_REACTOME_Peptide_chain_elongation__Reactome_NCBI_Biosystems","PW_Lists",1.47985835446985e-130
"3","lightyellow","105978_REACTOME_Eukaryotic_Translation_Termination__Reactome_NCBI_Biosystems","PW_Lists",7.97647669358362e-125
"4","lightyellow","106077_REACTOME_Viral_mRNA_Translation__Reactome_NCBI_Biosystems","PW_Lists",7.97647669358362e-125
"5","lightyellow","105968_REACTOME_Formation_of_a_pool_of_free_40S_subunits__Reactome_NCBI_Biosystems","PW_Lists",1.76655944320521e-124
"6","lightyellow","198853_WikiPathways_Cytoplasmic_Ribosomal_Proteins__Wiki_Pathways_NCBI_Biosystems","PW_Lists",3.75245823113786e-123
"7","lightyellow","413404_KEGG_Ribosome,_eukaryotes__Kegg_NCBI_Biosystems","PW_Lists",7.08742038831343e-123
"8","lightyellow","441_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",4.97173254183626e-122
"9","lightyellow","83036_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",4.97173254183626e-122
"10","lightyellow","366242_REACTOME_Nonsense_Mediated_Decay_Independent_of_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",7.64728920865387e-121
"11","lightyellow","160955_REACTOME_L13a-mediated_translational_silencing_of_Ceruloplasmin_expression__Reactome_NCBI_Biosystems","PW_Lists",2.55481036659183e-118
"12","lightyellow","105973_REACTOME_GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit__Reactome_NCBI_Biosystems","PW_Lists",9.0260005601868e-118
"13","lightyellow","105966_REACTOME_Eukaryotic_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",3.37519187960674e-114
"14","lightyellow","105967_REACTOME_Cap-dependent_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",3.37519187960674e-114
"15","lightyellow","106074_REACTOME_Influenza_Viral_RNA_Transcription_and_Replication__Reactome_NCBI_Biosystems","PW_Lists",8.38249385286066e-114
"16","lightyellow","105965_REACTOME_Translation__Reactome_NCBI_Biosystems","PW_Lists",1.83553491402517e-110
"17","lightyellow","366240_REACTOME_Nonsense-Mediated_Decay__Reactome_NCBI_Biosystems","PW_Lists",4.0604612390954e-110
"18","lightyellow","366241_REACTOME_Nonsense_Mediated_Decay_Enhanced_by_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",4.0604612390954e-110
"19","lightyellow","530746_REACTOME_SRP-dependent_cotranslational_protein_targeting_to_membrane__Reactome_NCBI_Biosystems","PW_Lists",4.0604612390954e-110
"20","lightyellow","106067_REACTOME_Influenza_Infection__Reactome_NCBI_Biosystems","PW_Lists",3.01611133793782e-99
"21","lightyellow","salmon_M12_Ribosome__HumanMeta","Brain",1.45064457522605e-98
"22","lightyellow","106068_REACTOME_Influenza_Life_Cycle__Reactome_NCBI_Biosystems","PW_Lists",1.72827865577282e-98
"23","grey60","198860_WikiPathways_Electron_Transport_Chain__Wiki_Pathways_NCBI_Biosystems","PW_Lists",2.78039783406423e-85
"24","grey60","303_KEGG_Oxidative_phosphorylation__Kegg_NCBI_Biosystems","PW_Lists",2.145504655987e-83
"25","grey60","82942_KEGG_Oxidative_phosphorylation__Kegg_NCBI_Biosystems","PW_Lists",2.145504655987e-83
"26","grey60","105921_REACTOME_Respiratory_electron_transport,_ATP_synthesis_by_chemiosmotic_coupling,_and_heat_production_by_uncoupling_proteins.__Reactome_NCBI_Biosystems","PW_Lists",2.45138693732082e-81
"27","grey60","6209_mito_oxidative_phosph_pad_196__Palazzolo_and_Wang","PW_Lists",2.82851048816456e-81
"28","lightyellow","106230_REACTOME_Metabolism_of_proteins__Reactome_NCBI_Biosystems","PW_Lists",3.40070498580025e-79
"29","grey60","83098_KEGG_Parkinson's_disease__Kegg_NCBI_Biosystems","PW_Lists",4.55619510785181e-78
"30","grey60","477137_REACTOME_The_citric_acid_(TCA)_cycle_and_respiratory_electron_transport__Reactome_NCBI_Biosystems","PW_Lists",4.47074612630929e-71
"31","grey60","512_KEGG_Huntington's_disease__Kegg_NCBI_Biosystems","PW_Lists",3.85684391387722e-70
"32","grey60","83100_KEGG_Huntington's_disease__Kegg_NCBI_Biosystems","PW_Lists",3.85684391387722e-70
"33","grey60","160962_REACTOME_Respiratory_electron_transport__Reactome_NCBI_Biosystems","PW_Lists",4.27097353950199e-64
"34","grey60","509_KEGG_Alzheimer's_disease__Kegg_NCBI_Biosystems","PW_Lists",7.49988973220568e-64
"35","grey60","83097_KEGG_Alzheimer's_disease__Kegg_NCBI_Biosystems","PW_Lists",7.49988973220568e-64
"36","grey60","6201_mito_db_pad_2664__Palazzolo_and_Wang","PW_Lists",2.33795285349861e-54
"37","turquoise","132956_KEGG_Metabolic_pathways__Kegg_NCBI_Biosystems","PW_Lists",1.16602273424614e-50
"38","lightyellow","530764_REACTOME_Disease__Reactome_NCBI_Biosystems","PW_Lists",1.12791675103613e-49
"39","darkred","105765_REACTOME_Cell_Cycle,_Mitotic__Reactome_NCBI_Biosystems","PW_Lists",7.78895299624124e-49
"40","grey60","198870_WikiPathways_Oxidative_phosphorylation__Wiki_Pathways_NCBI_Biosystems","PW_Lists",2.83029339637021e-48
"41","turquoise","477135_REACTOME_Metabolism__Reactome_NCBI_Biosystems","PW_Lists",3.52933334252382e-48
"42","darkred","530733_REACTOME_Cell_Cycle__Reactome_NCBI_Biosystems","PW_Lists",3.89924009630327e-48
"43","lightyellow","105969_REACTOME_Formation_of_the_ternary_complex,_and_subsequently,_the_43S_complex__Reactome_NCBI_Biosystems","PW_Lists",5.62234052256396e-47
"44","lightyellow","105937_REACTOME_Gene_Expression__Reactome_NCBI_Biosystems","PW_Lists",1.00293285277066e-44
"45","lightyellow","105971_REACTOME_Translation_initiation_complex_formation__Reactome_NCBI_Biosystems","PW_Lists",5.58418036273654e-44
"46","lightyellow","105972_REACTOME_Ribosomal_scanning_and_start_codon_recognition__Reactome_NCBI_Biosystems","PW_Lists",5.58418036273654e-44
"47","lightyellow","105970_REACTOME_Activation_of_the_mRNA_upon_binding_of_the_cap-binding_complex_and_eIFs,_and_subsequent_binding_to_43S__Reactome_NCBI_Biosystems","PW_Lists",1.33372982802079e-43
"48","grey60","6205_mito_inner_membrane_pad_299__Palazzolo_and_Wang","PW_Lists",1.40436768975945e-42
"49","darkred","105897_REACTOME_DNA_Replication__Reactome_NCBI_Biosystems","PW_Lists",7.20114663561949e-42
"50","grey60","Mitochondria_Foster__MO","Brain",1.00354561758422e-35
"51","grey60","cyan_M4_Mitochondria__MouseMeta","Brain",1.08645737617492e-33
"52","turquoise","105698_REACTOME_Biological_oxidations__Reactome_NCBI_Biosystems","PW_Lists",1.79066031594295e-32
"53","darkseagreen4","142269_BIOCYC_superpathway_of_cholesterol_biosynthesis__Biocyc_NCBI_Biosystems","PW_Lists",1.64195992086479e-31
"54","lightyellow","upWithABeta_MGactivation_GSE772__MicrogialMarkers","Brain",1.99286199844862e-31
"55","darkseagreen4","106142_REACTOME_Cholesterol_biosynthesis__Reactome_NCBI_Biosystems","PW_Lists",2.32721198277012e-30
"56","darkred","160943_REACTOME_Mitotic_M-MG1_phases__Reactome_NCBI_Biosystems","PW_Lists",3.60188119533598e-30
"57","grey60","cyan_M4_Mitochondria__HumanMeta","Brain",1.39449012918232e-28
"58","darkred","105789_REACTOME_DNA_strand_elongation__Reactome_NCBI_Biosystems","PW_Lists",2.76284359070548e-28
"59","turquoise","427_KEGG_Drug_metabolism_-_cytochrome_P450__Kegg_NCBI_Biosystems","PW_Lists",4.04685526851332e-28
"60","turquoise","83032_KEGG_Drug_metabolism_-_cytochrome_P450__Kegg_NCBI_Biosystems","PW_Lists",4.04685526851332e-28
"61","darkseagreen4","138629_BIOCYC_superpathway_of_cholesterol_biosynthesis__Biocyc_NCBI_Biosystems","PW_Lists",7.47268486430477e-27
