"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"1","red","central glial substance_localMarker(FC>2)_IN_Myelencephalon__HBA","HumanBrainRegions",1.59282685703511e-292
"2","yellow","blue_M2_Oligodendrocytes__HumanMeta","Brain",6.41316450398591e-167
"3","yellow","Red Nucleus_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",2.01495320102951e-149
"4","red","central glial substance_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",1.20820310500338e-143
"5","red","Epithalamus_globalMarker(top200)__HBA","HumanBrainRegions",6.99400656405309e-135
"6","yellow","Red Nucleus_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",2.77489468582285e-131
"7","lightyellow","413404_KEGG_Ribosome,_eukaryotes__Kegg_NCBI_Biosystems","PW_Lists",1.34202065327465e-130
"8","lightyellow","105976_REACTOME_Eukaryotic_Translation_Elongation__Reactome_NCBI_Biosystems","PW_Lists",1.67789760250187e-130
"9","lightyellow","441_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.41000513580437e-129
"10","lightyellow","83036_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.41000513580437e-129
"11","lightyellow","105977_REACTOME_Peptide_chain_elongation__Reactome_NCBI_Biosystems","PW_Lists",1.05173057962058e-126
"12","lightyellow","198853_WikiPathways_Cytoplasmic_Ribosomal_Proteins__Wiki_Pathways_NCBI_Biosystems","PW_Lists",6.99440358331843e-125
"13","lightyellow","105978_REACTOME_Eukaryotic_Translation_Termination__Reactome_NCBI_Biosystems","PW_Lists",6.93673220544081e-124
"14","lightyellow","106077_REACTOME_Viral_mRNA_Translation__Reactome_NCBI_Biosystems","PW_Lists",6.93673220544081e-124
"15","lightyellow","366242_REACTOME_Nonsense_Mediated_Decay_Independent_of_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",9.5938833847397e-120
"16","lightyellow","105968_REACTOME_Formation_of_a_pool_of_free_40S_subunits__Reactome_NCBI_Biosystems","PW_Lists",1.53147113275803e-115
"17","lightyellow","106074_REACTOME_Influenza_Viral_RNA_Transcription_and_Replication__Reactome_NCBI_Biosystems","PW_Lists",1.74268108012248e-112
"18","lightyellow","160955_REACTOME_L13a-mediated_translational_silencing_of_Ceruloplasmin_expression__Reactome_NCBI_Biosystems","PW_Lists",9.82211100476733e-110
"19","lightyellow","105973_REACTOME_GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit__Reactome_NCBI_Biosystems","PW_Lists",3.24730185761451e-109
"20","lightyellow","366240_REACTOME_Nonsense-Mediated_Decay__Reactome_NCBI_Biosystems","PW_Lists",1.05079078870906e-108
"21","lightyellow","366241_REACTOME_Nonsense_Mediated_Decay_Enhanced_by_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",1.05079078870906e-108
"22","lightyellow","530746_REACTOME_SRP-dependent_cotranslational_protein_targeting_to_membrane__Reactome_NCBI_Biosystems","PW_Lists",1.05079078870906e-108
"23","lightyellow","105966_REACTOME_Eukaryotic_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",8.02523804805836e-106
"24","lightyellow","105967_REACTOME_Cap-dependent_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",8.02523804805836e-106
"25","lightyellow","105965_REACTOME_Translation__Reactome_NCBI_Biosystems","PW_Lists",3.33385081979134e-100
"26","lightyellow","salmon_M12_Ribosome__HumanMeta","Brain",4.66086074435453e-98
"27","lightyellow","106068_REACTOME_Influenza_Life_Cycle__Reactome_NCBI_Biosystems","PW_Lists",3.61587470554225e-97
"28","lightyellow","106067_REACTOME_Influenza_Infection__Reactome_NCBI_Biosystems","PW_Lists",7.82412389588367e-96
"29","midnightblue","pink_M10_Microglia(Type1)__HumanMeta","Brain",2.76860878649711e-92
"30","midnightblue","Substantia Nigra, pars reticulata_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",1.35200716894357e-89
"31","yellow","turquoise_M9_Oligodendrocyte__CTX","Brain",2.23372417125051e-87
