"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"1","darkred","105976_REACTOME_Eukaryotic_Translation_Elongation__Reactome_NCBI_Biosystems","PW_Lists",1.75592258011203e-141
"2","darkred","105977_REACTOME_Peptide_chain_elongation__Reactome_NCBI_Biosystems","PW_Lists",1.67239716800005e-137
"3","darkred","413404_KEGG_Ribosome,_eukaryotes__Kegg_NCBI_Biosystems","PW_Lists",1.63519435407383e-134
"4","darkred","105968_REACTOME_Formation_of_a_pool_of_free_40S_subunits__Reactome_NCBI_Biosystems","PW_Lists",5.76179166005132e-134
"5","darkred","441_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.54809487111608e-133
"6","darkred","83036_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.54809487111608e-133
"7","darkred","105978_REACTOME_Eukaryotic_Translation_Termination__Reactome_NCBI_Biosystems","PW_Lists",1.05767119496046e-131
"8","darkred","106077_REACTOME_Viral_mRNA_Translation__Reactome_NCBI_Biosystems","PW_Lists",1.05767119496046e-131
"9","darkred","198853_WikiPathways_Cytoplasmic_Ribosomal_Proteins__Wiki_Pathways_NCBI_Biosystems","PW_Lists",1.05767119496046e-131
"10","darkred","366242_REACTOME_Nonsense_Mediated_Decay_Independent_of_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",1.20139946210312e-127
"11","darkred","160955_REACTOME_L13a-mediated_translational_silencing_of_Ceruloplasmin_expression__Reactome_NCBI_Biosystems","PW_Lists",1.70955876841409e-127
"12","darkred","105973_REACTOME_GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit__Reactome_NCBI_Biosystems","PW_Lists",6.42596081249425e-127
"13","darkred","105966_REACTOME_Eukaryotic_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",3.58275689806453e-123
"14","darkred","105967_REACTOME_Cap-dependent_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",3.58275689806453e-123
"15","darkred","105965_REACTOME_Translation__Reactome_NCBI_Biosystems","PW_Lists",3.13078220160741e-121
