"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"1","salmon","105968_REACTOME_Formation_of_a_pool_of_free_40S_subunits__Reactome_NCBI_Biosystems","PW_Lists",4.90796812642662e-112
"2","salmon","160955_REACTOME_L13a-mediated_translational_silencing_of_Ceruloplasmin_expression__Reactome_NCBI_Biosystems","PW_Lists",2.29502093101037e-109
"3","salmon","105973_REACTOME_GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit__Reactome_NCBI_Biosystems","PW_Lists",6.70224390730742e-109
"4","salmon","105966_REACTOME_Eukaryotic_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",7.67162813217164e-106
"5","salmon","105967_REACTOME_Cap-dependent_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",7.67162813217164e-106
"6","salmon","413404_KEGG_Ribosome,_eukaryotes__Kegg_NCBI_Biosystems","PW_Lists",3.19365356270909e-105
"7","salmon","105976_REACTOME_Eukaryotic_Translation_Elongation__Reactome_NCBI_Biosystems","PW_Lists",9.98209311358938e-105
"8","salmon","441_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.34510667378151e-104
"9","salmon","83036_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",1.34510667378151e-104
"10","salmon","105965_REACTOME_Translation__Reactome_NCBI_Biosystems","PW_Lists",1.84151401036719e-103
"11","salmon","105977_REACTOME_Peptide_chain_elongation__Reactome_NCBI_Biosystems","PW_Lists",2.13939972123788e-103
"12","salmon","105978_REACTOME_Eukaryotic_Translation_Termination__Reactome_NCBI_Biosystems","PW_Lists",6.5335843777362e-101
"13","salmon","106077_REACTOME_Viral_mRNA_Translation__Reactome_NCBI_Biosystems","PW_Lists",6.5335843777362e-101
"14","salmon","198853_WikiPathways_Cytoplasmic_Ribosomal_Proteins__Wiki_Pathways_NCBI_Biosystems","PW_Lists",1.87331829485173e-98
"15","salmon","366242_REACTOME_Nonsense_Mediated_Decay_Independent_of_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",3.12428805243072e-98
