"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"1","midnightblue","Red Nucleus_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",1.63884946766932e-132
"2","salmon4","413404_KEGG_Ribosome,_eukaryotes__Kegg_NCBI_Biosystems","PW_Lists",8.7607410768032e-120
"3","salmon4","441_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",3.37235601617188e-119
"4","salmon4","83036_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",3.37235601617188e-119
"5","salmon4","198853_WikiPathways_Cytoplasmic_Ribosomal_Proteins__Wiki_Pathways_NCBI_Biosystems","PW_Lists",4.53737289268408e-118
"6","salmon4","105977_REACTOME_Peptide_chain_elongation__Reactome_NCBI_Biosystems","PW_Lists",8.66332903495732e-116
"7","salmon4","105978_REACTOME_Eukaryotic_Translation_Termination__Reactome_NCBI_Biosystems","PW_Lists",8.66332903495732e-116
"8","salmon4","106077_REACTOME_Viral_mRNA_Translation__Reactome_NCBI_Biosystems","PW_Lists",8.66332903495732e-116
"9","salmon4","105976_REACTOME_Eukaryotic_Translation_Elongation__Reactome_NCBI_Biosystems","PW_Lists",1.01280371597033e-114
"10","salmon4","366242_REACTOME_Nonsense_Mediated_Decay_Independent_of_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",3.32971221214745e-113
"11","salmon4","105968_REACTOME_Formation_of_a_pool_of_free_40S_subunits__Reactome_NCBI_Biosystems","PW_Lists",4.19396689824877e-113
"12","midnightblue","Red Nucleus_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",6.86823095536956e-110
"13","salmon4","160955_REACTOME_L13a-mediated_translational_silencing_of_Ceruloplasmin_expression__Reactome_NCBI_Biosystems","PW_Lists",5.72364643542059e-109
"14","salmon4","105973_REACTOME_GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit__Reactome_NCBI_Biosystems","PW_Lists",1.36860666909959e-108
"15","salmon4","106074_REACTOME_Influenza_Viral_RNA_Transcription_and_Replication__Reactome_NCBI_Biosystems","PW_Lists",2.46249915005426e-108
"16","salmon4","530746_REACTOME_SRP-dependent_cotranslational_protein_targeting_to_membrane__Reactome_NCBI_Biosystems","PW_Lists",3.23103643496076e-108
"17","salmon4","105966_REACTOME_Eukaryotic_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",4.36760780336434e-106
"18","salmon4","105967_REACTOME_Cap-dependent_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",4.36760780336434e-106
"19","midnightblue","blue_M2_Oligodendrocytes__HumanMeta","Brain",8.74144555778449e-106
"20","salmon4","366240_REACTOME_Nonsense-Mediated_Decay__Reactome_NCBI_Biosystems","PW_Lists",1.1365152853867e-105
"21","salmon4","366241_REACTOME_Nonsense_Mediated_Decay_Enhanced_by_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",1.1365152853867e-105
"22","midnightblue","Globus Pallidus_globalMarker(top200)__HBA","HumanBrainRegions",1.99543842776511e-104
"23","salmon4","105965_REACTOME_Translation__Reactome_NCBI_Biosystems","PW_Lists",1.56303799503466e-99
"24","salmon4","106068_REACTOME_Influenza_Life_Cycle__Reactome_NCBI_Biosystems","PW_Lists",6.70011866369585e-97
"25","salmon4","106067_REACTOME_Influenza_Infection__Reactome_NCBI_Biosystems","PW_Lists",6.77513865540256e-96
"26","salmon4","salmon_M12_Ribosome__HumanMeta","Brain",1.85567737160748e-88
"27","coral1","pink_M10_Microglia(Type1)__HumanMeta","Brain",9.51739699186482e-86
"28","midnightblue","Ventral Thalamus_globalMarker(top200)__HBA","HumanBrainRegions",3.05214058384436e-84
"29","brown","brown_M3_Astrocytes__HumanMeta","Brain",3.62139666776561e-81
"30","midnightblue","White Matter_globalMarker(top200)__HBA","HumanBrainRegions",1.93955069114777e-76
"31","midnightblue","nucleus subceruleus_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",2.46706945452709e-74
"32","salmon4","106230_REACTOME_Metabolism_of_proteins__Reactome_NCBI_Biosystems","PW_Lists",3.81931859573913e-73
"33","midnightblue","Putamen_localMarker(top200)_IN_Striatum__HBA","HumanBrainRegions",1.94240107715888e-70
"34","midnightblue","gigantocellular group_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",8.6871676978556e-68
"35","coral1","Substantia Nigra, pars reticulata_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",3.41301705121646e-60
"36","midnightblue","turquoise_M9_Oligodendrocyte__CTX","Brain",1.03111369816592e-59
"37","coral1","Lateral group of Nuclei, Dorsal Division_localMarker(top200)_IN_Dorthal Thalamus__HBA","HumanBrainRegions",1.21072729396003e-55
"38","salmon4","530764_REACTOME_Disease__Reactome_NCBI_Biosystems","PW_Lists",3.38493833993123e-55
"39","midnightblue","Paravermis_localMarker(top200)_IN_Cerebellar Cortex__HBA","HumanBrainRegions",8.27647327868601e-53
"40","brown","Astrocyte_probable__Cahoy","Brain",3.19467420036729e-52
"41","green","blue_M16_Neuron__CTX","Brain",8.39543386616847e-50
"42","green","red_M11_Neuron__HumanMeta","Brain",2.89309983721413e-49
"43","coral1","Substantia Nigra, pars reticulata_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",2.9612587132004e-49
"44","darkred","green_M5_Mitochondria__HumanMeta","Brain",9.36828092167954e-47
"45","salmon4","105937_REACTOME_Gene_Expression__Reactome_NCBI_Biosystems","PW_Lists",1.36385795379856e-46
"46","brown","brown_M15_Astrocyte__CTX","Brain",1.67452668638637e-46
"47","midnightblue","Oligodendrocyte_definite__Cahoy","Brain",7.94708651638646e-45
"48","salmon4","105969_REACTOME_Formation_of_the_ternary_complex,_and_subsequently,_the_43S_complex__Reactome_NCBI_Biosystems","PW_Lists",3.90686721834901e-43
"49","midnightblue","tan_noChangeAD_oligo_plasmaMembrane__Blalock_AD","Brain",5.3012056363883e-43
"50","brown2","brown_M3_Astrocytes__HumanMeta","Brain",1.69213916423934e-41
"51","midnightblue","lateral bank of gyrus_localMarker(top200)_IN_Parahippocampal Gyrus__HBA","HumanBrainRegions",3.01102176528393e-41
"52","salmon4","105971_REACTOME_Translation_initiation_complex_formation__Reactome_NCBI_Biosystems","PW_Lists",5.56226300318718e-41
"53","salmon4","105972_REACTOME_Ribosomal_scanning_and_start_codon_recognition__Reactome_NCBI_Biosystems","PW_Lists",5.56226300318718e-41
"54","salmon4","105970_REACTOME_Activation_of_the_mRNA_upon_binding_of_the_cap-binding_complex_and_eIFs,_and_subsequent_binding_to_43S__Reactome_NCBI_Biosystems","PW_Lists",1.05308787406761e-40
"55","green","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",5.38122975193385e-37
"56","midnightblue","Oligodendrocyte_probable__Cahoy","Brain",1.67904127276632e-36
"57","green","turquoise_M14_Nucleus__MouseMeta","Brain",1.09441483657977e-35
"58","salmon4","upWithABeta_MGactivation_GSE772__MicrogialMarkers","Brain",4.0630584972644e-34
"59","lightsteelblue","187103_REACTOME_Interferon_Signaling__Reactome_NCBI_Biosystems","PW_Lists",1.04539139759197e-33
"60","green","brown_downAD_mitochondrion__Blalock_AD","Brain",1.03524531602633e-32
"61","palevioletred3","magenta_M8_Microglia(Type2)__HumanMeta","Brain",1.32759730144258e-31
"62","green","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",1.49077548242858e-31
"63","darkseagreen3","brown_M3_Astrocytes__HumanMeta","Brain",1.73800277004466e-31
"64","yellow4","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",4.02311334942892e-31
"65","coral1","frontal part, inferior bank of gyrus_localMarker(top200)_IN_Cingulate Gyrus__HBA","HumanBrainRegions",9.92083404260831e-31
"66","midnightblue","Lateral hypothalamic area_localMarker(top200)_IN_Hypothalamus__HBA","HumanBrainRegions",9.84243191737166e-30
"67","lightsteelblue","187104_REACTOME_Interferon_alphabeta_signaling__Reactome_NCBI_Biosystems","PW_Lists",1.59797848744874e-29
"68","salmon4","midnightblue_M2_Ribosome__CTX","Brain",3.10490211558681e-29
"69","lightsteelblue","106386_REACTOME_Immune_System__Reactome_NCBI_Biosystems","PW_Lists",3.38905581406111e-29
"70","lightsteelblue","366171_REACTOME_Cytokine_Signaling_in_Immune_system__Reactome_NCBI_Biosystems","PW_Lists",1.39349681603443e-28
"71","indianred4","Cerebellar Cortex_globalMarker(top200)__HBA","HumanBrainRegions",7.01782812557858e-28
"72","lightgreen","magenta_M8_Microglia(Type2)__HumanMeta","Brain",9.66525664009639e-27
"73","midnightblue","turquoise_upAging_oligo__Lu_Aging","Brain",7.94985023507131e-26
"74","lightyellow","cyan_M4_Mitochondria__MouseMeta","Brain",9.50687280775598e-26
"75","midnightblue","black_WhiteMatter__HumanChimp","Brain",1.0517029763565e-25
"76","thistle3","black_noChangeAD_heatShockProteinActivity__Blalock_AD","Brain",2.15009097140489e-25
"77","midnightblue","Oligodendrocyte__ABA","Brain",1.25401305595431e-24
"78","palevioletred3","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",3.80346140149159e-24
"79","lightsteelblue","orange_M5_Microglia(Type2)__CTX","Brain",8.81250904507799e-24
"80","green","yellow_M18__CTX","Brain",1.17308617501011e-23
"81","coral1","purple_M4_Microglia(Type1)__CTX","Brain",1.31455844009808e-23
"82","lightsteelblue","principal sensory nucleus of trigeminal nerve_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",5.10417079051151e-23
"83","coral1","171867_KEGG_Staphylococcus_aureus_infection__Kegg_NCBI_Biosystems","PW_Lists",1.2376602411655e-22
"84","coral1","172846_KEGG_Staphylococcus_aureus_infection__Kegg_NCBI_Biosystems","PW_Lists",1.2376602411655e-22
"85","skyblue2","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",1.9245318674161e-22
"86","salmon4","RedBloodCell__Kabanova","Blood",4.05336272930846e-21
"87","skyblue1","Neuron_probable__Cahoy","Brain",5.9904435777616e-21
"88","midnightblue","Superior Olivary Complex_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",6.05768717296615e-21
"89","mediumpurple3","turquoise_Cerebellum__HumanChimp","Brain",9.33075952475098e-21
"90","brown","red_ACCandCaudate__HumanChimp","Brain",1.00943244600301e-20
"91","brown2","brown_M15_Astrocyte__CTX","Brain",3.37587067931343e-20
"92","lightsteelblue","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",2.29466918803771e-19
"93","salmon4","6012_postsynaptic_proteomics_pad_1097__Palazzolo_and_Wang","PW_Lists",3.93019658233854e-19
"94","skyblue2","brown_downAD_mitochondrion__Blalock_AD","Brain",7.16101678218892e-19
"95","skyblue2","red_M11_Neuron__HumanMeta","Brain",1.91356485183177e-18
"96","lightyellow","cyan_M4_Mitochondria__HumanMeta","Brain",4.42737308023265e-18
"97","salmon4","22556411_tanese_interactome_cytoplasm_329__PMID_22556411_Culver_2012","PW_Lists",5.47958028994277e-18
"98","brown4","tan_M12_Hypoxia__CTX","Brain",5.64696694058964e-18
"99","lightsteelblue","187106_REACTOME_Interferon_gamma_signaling__Reactome_NCBI_Biosystems","PW_Lists",6.74474025465013e-18
"100","salmon4","6011_postsynaptic_density_pad_1054__Palazzolo_and_Wang","PW_Lists",7.03235591112198e-18
"101","red","Astrocyte_probable__Cahoy","Brain",8.1295985493371e-18
"102","green","PostSynapticDensity_proteins__Bayes","Brain",9.56173922906345e-18
"103","brown","Astrocyte_definite__Cahoy","Brain",3.84326285196802e-17
"104","coral1","144028_KEGG_Leishmaniasis__Kegg_NCBI_Biosystems","PW_Lists",6.22537727782939e-17
"105","coral1","144181_KEGG_Leishmaniasis__Kegg_NCBI_Biosystems","PW_Lists",6.22537727782939e-17
"106","brown2","Astrocyte_probable__Cahoy","Brain",9.71141116138252e-17
"107","darkred","green_M10_GlutamatergicSynapticFunction__CTX","Brain",1.24081221383336e-16
"108","mediumpurple2","Neuron_probable__Cahoy","Brain",1.27966206754592e-16
"109","brown2","red_ACCandCaudate__HumanChimp","Brain",1.83013922540575e-16
"110","darkturquoise","Neuron_probable__Cahoy","Brain",3.90683844519144e-16
"111","darkred","PostSynapticDensity_proteins__Bayes","Brain",3.9463812033357e-16
"112","brown2","brown_upAging_copperHomeostatisMT1__Lu_Aging","Brain",5.40351226722707e-16
"113","coral1","overexpressed_in_multipotent_primary_hematopoietic_SCs_(CD133+)__Cui","StemCells",5.50582166814593e-16
"114","skyblue1","6012_postsynaptic_proteomics_pad_1097__Palazzolo_and_Wang","PW_Lists",2.44657021722927e-15
"115","midnightblue","central medullary reticular group_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",3.88904984600604e-15
"116","honeydew","105965_REACTOME_Translation__Reactome_NCBI_Biosystems","PW_Lists",5.47282986568043e-15
"117","green","6001_synapsedb_pad_3552__Palazzolo_and_Wang","PW_Lists",1.16555750871649e-14
"118","skyblue1","6011_postsynaptic_density_pad_1054__Palazzolo_and_Wang","PW_Lists",1.20722840888011e-14
"119","coral1","213743_KEGG_Tuberculosis__Kegg_NCBI_Biosystems","PW_Lists",1.27191384418205e-14
"120","coral1","213780_KEGG_Tuberculosis__Kegg_NCBI_Biosystems","PW_Lists",1.27191384418205e-14
"121","skyblue2","Annotated_genes_bound_by_RNA_polymerase_II_(Table_S2)__Lee","StemCells",1.42342900608825e-14
"122","paleturquoise","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",3.13582703650003e-14
"123","green","blue_Cortex__HumanChimp","Brain",3.24818446294248e-14
"124","darkseagreen3","Astrocyte_probable__Cahoy","Brain",3.38569472891755e-14
"125","skyblue1","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",4.10837904714664e-14
"126","honeydew","salmon_M12_Ribosome__HumanMeta","Brain",4.62565436778664e-14
"127","honeydew","160955_REACTOME_L13a-mediated_translational_silencing_of_Ceruloplasmin_expression__Reactome_NCBI_Biosystems","PW_Lists",6.09608802196571e-14
"128","skyblue2","6201_mito_db_pad_2664__Palazzolo_and_Wang","PW_Lists",6.45581226773131e-14
"129","mediumpurple3","Neuron_probable__Cahoy","Brain",6.46212113034799e-14
"130","green","22578497_synaptic_transcriptome_2338__PMID_22578497_Cajigas_2012","PW_Lists",6.56239316390503e-14
"131","skyblue2","83098_KEGG_Parkinson's_disease__Kegg_NCBI_Biosystems","PW_Lists",9.79871708780528e-14
"132","green","6012_postsynaptic_proteomics_pad_1097__Palazzolo_and_Wang","PW_Lists",1.16670708669891e-13
"133","coral1","upInFrontalCortex__EarlyAD","Brain",1.26642189310217e-13
"134","darkturquoise","brown_Cortex__HumanChimp","Brain",1.26872140300842e-13
"135","white","Neuron_probable__Cahoy","Brain",1.56196896400472e-13
"136","darkred","6012_postsynaptic_proteomics_pad_1097__Palazzolo_and_Wang","PW_Lists",1.73290280653728e-13
"137","honeydew","105966_REACTOME_Eukaryotic_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",1.8886894991614e-13
"138","honeydew","105967_REACTOME_Cap-dependent_Translation_Initiation__Reactome_NCBI_Biosystems","PW_Lists",1.8886894991614e-13
"139","green","blue_downAging_mitochondria_synapse__Lu_Aging","Brain",3.27235823747455e-13
"140","darkolivegreen4","turquoise_M14_Nucleus__HumanMeta","Brain",3.2879485385953e-13
"141","midnightblue","Emboliform Nucleus_localMarker(top200)_IN_Cerebellar Nucleus__HBA","HumanBrainRegions",3.61290848367983e-13
"142","darkred","6001_synapsedb_pad_3552__Palazzolo_and_Wang","PW_Lists",4.20557631712226e-13
"143","brown","central glial substance_localMarker(FC>2)_IN_Myelencephalon__HBA","HumanBrainRegions",4.32382864748338e-13
"144","brown","UpWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",4.36841359942234e-13
"145","white","Cerebral Cortex_globalMarker(top200)__HBA","HumanBrainRegions",5.19952361652022e-13
"146","darkred","6011_postsynaptic_density_pad_1054__Palazzolo_and_Wang","PW_Lists",6.80118696142512e-13
"147","mediumpurple2","22578497_synaptic_transcriptome_2338__PMID_22578497_Cajigas_2012","PW_Lists",1.67191825655877e-12
"148","coral1","153859_KEGG_Phagosome__Kegg_NCBI_Biosystems","PW_Lists",1.68446601435534e-12
"149","coral1","153910_KEGG_Phagosome__Kegg_NCBI_Biosystems","PW_Lists",1.68446601435534e-12
"150","darkred","Autism_associated_module_M12__Voineagu","Brain",1.80186035695262e-12
"151","darkturquoise","Cerebral Cortex_globalMarker(top200)__HBA","HumanBrainRegions",2.91423802863155e-12
"152","honeydew","105973_REACTOME_GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit__Reactome_NCBI_Biosystems","PW_Lists",3.24921930308947e-12
"153","lightsteelblue","198918_WikiPathways_Type_II_interferon_signaling_(IFNG)__Wiki_Pathways_NCBI_Biosystems","PW_Lists",3.57209540746331e-12
"154","green","RedBloodCell__Kabanova","Blood",3.78052007872787e-12
"155","green","6011_postsynaptic_density_pad_1054__Palazzolo_and_Wang","PW_Lists",4.65340715447346e-12
"156","coral1","RedBloodCell__Kabanova","Blood",5.46578245562126e-12
"157","green","23_HD_Yang_cortex_569__Yang","PW_Lists",8.71561744750326e-12
"158","brown2","Astrocyte_definite__Cahoy","Brain",9.39088572081817e-12
"159","darkorange2","blue_M16_Neuron__CTX","Brain",1.83768685639657e-11
"160","green","brown_pyramidalNeurons_Layer5/basolateralAmygdala__Sugino/Winden","Brain",1.86786408943337e-11
"161","skyblue2","198860_WikiPathways_Electron_Transport_Chain__Wiki_Pathways_NCBI_Biosystems","PW_Lists",1.92217576629922e-11
"162","skyblue2","PostSynapticDensity_proteins__Bayes","Brain",2.22125279284809e-11
"163","skyblue1","red_M11_Neuron__HumanMeta","Brain",2.40502409210716e-11
"164","skyblue2","512_KEGG_Huntington's_disease__Kegg_NCBI_Biosystems","PW_Lists",3.08587552026911e-11
"165","skyblue2","83100_KEGG_Huntington's_disease__Kegg_NCBI_Biosystems","PW_Lists",3.08587552026911e-11
"166","honeydew","105968_REACTOME_Formation_of_a_pool_of_free_40S_subunits__Reactome_NCBI_Biosystems","PW_Lists",3.19758648639243e-11
"167","plum2","green_M10_GlutamatergicSynapticFunction__CTX","Brain",3.87179222868385e-11
"168","lightyellow","6209_mito_oxidative_phosph_pad_196__Palazzolo_and_Wang","PW_Lists",3.89511087263644e-11
"169","mediumpurple2","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",5.10188860953788e-11
"170","darkolivegreen4","turquoise_M14_Nucleus__MouseMeta","Brain",5.28954787224805e-11
"171","lightyellow","6201_mito_db_pad_2664__Palazzolo_and_Wang","PW_Lists",5.71618217573905e-11
